Kanal,Started,Session ID,Transcript Link,Kundenanliegen,Antwort Bot / Flow,Stimmt die ausgespielte Antwort?,T2A gerechtfertigt?
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202140855/WXB9GR35ZN_Hey-can-I-tell-you-my-phone-number-it-is-0782315465,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
"whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,""Lorem ipsum dolor sit amet, consectetur adipiscing elit."



Nam hendrerit, ligula ut ullamcorper volutpat, tortor

massa rutrum sem, vitae fringilla arcu nisl in odio.
,Lorem ipsum dolor sit amet, consectetur adipiscing elit.



Nam hendrerit, ligula ut ullamcorper volutpat, tortor

massa rutrum sem, vitae fringilla arcu nisl in odio.
"
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,What is the answer to life the universe and everything?"
What if there was an answer?
"What do you mean?"",""What is the answer to life the universe and everything?"
What if there was an answer?
"What do you mean?"""
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,https://www.cleverbot.com/conv/202202041647/WYDS891QFL_Hello-who-are-you,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
"whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,""Lorem ipsum dolor sit amet, consectetur adipiscing elit."



Nam hendrerit, ligula ut ullamcorper volutpat, tortor

massa rutrum sem, vitae fringilla arcu nisl in odio.
,Ja,,Lorem ipsum dolor sit amet, consectetur adipiscing elit.



Nam hendrerit, ligula ut ullamcorper volutpat, tortor

massa rutrum sem, vitae fringilla arcu nisl in odio.
"
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,What is the answer to life the universe and everything?"
What if there was an answer?
"What do you mean?"",""In felis ipsum, sagittis nec porta convallis, tristique ut arcu. Maecenas vitae sodales ligula, auctor gravida ligula. Donec eu accumsan quam. Nullam dictum orci eros,"",,""What is the answer to life the universe and everything?"
What if there was an answer?
"What do you mean?"""
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
whatsapp,2022-01-01T16:30:30+01:00,11111-D11111111110000,,,,,
